line_num, word, mean, line_num2, word2, sent, sent_mean,
641,rating,"등급, 평가",641,rating,The movie received a low rating from critics.,그 영화는 비평가들로부터 낮은 평가를 받았습니다.,
642,encompass,"포함하다, 둘러싸다",642,encompass,The study will encompass various aspects of the problem.,이 연구는 문제의 다양한 측면을 포함할 것입니다.,
643,finalize,"마무리 짓다, 완결하다",643,finalize,We need to finalize the details of the contract.,계약의 세부 사항을 최종 확정해야 합니다.,
644,market,시장,644,market,The company plans to launch a new product into the market.,회사는 시장에 새 제품을 출시할 계획입니다.,
645,retail,소매,645,retail,The store specializes in retailing luxury goods.,그 가게는 고급 상품을 소매하는 전문점입니다.,
646,commodity,"상품, 산물",646,commodity,Oil is a valuable commodity in the global market.,석유는 세계 시장에서 가치 있는 상품입니다.,
647,quote,"견적(액), 견적을 내다",647,quote,Can you provide me with a quote for the project?,프로젝트에 대한 견적을 제공해 주실 수 있나요?,
648,consignment,위탁 판매(consign위탁하다),648,consignment,The artist sent a consignment of paintings to the gallery.,그 예술가는 그림의 위탁을 갤러리에 보냈습니다.,
649,fragile,깨지기 쉬운,649,fragile,Please handle the package with care as it contains fragile items.,상자 안에 부서지기 쉬운 물건이 들어있으니 조심해서 다뤄주세요.,
650,perishable,부패하기 쉬운,650,perishable,Perishable goods should be stored in a cool environment.,상품은 서늘한 환경에 보관되어야 합니다.,
651,deliver,배달하다; (연설을)하다,651,deliver,The courier promised to deliver the package by noon.,택배 회사는 오후까지 소포를 배달할 것이라고 약속했습니다.,
652,ensure,"확실하게 하다, 보장하다",652,ensure,Please ensure that all doors are locked before leaving.,나가기 전에 모든 문이 잠겨 있는지 확인해 주세요.,
653,courier,"급송 택배, 운반인",653,courier,The courier service delivers packages to our office daily.,택배 서비스는 매일 우리 사무실로 소포를 배달합니다.,
654,carton,(큰)판지상자,654,carton,Please recycle the cardboard carton after use.,사용 후에 판지 상자를 재활용해 주세요.,
655,address,"주소,
(어려운 문제 등을)처리하다,다루다",655,address,I'll address the issue with the team during the meeting.,회의 중에 팀과 문제를 다룰 것입니다.,
656,shipment,"선적, (화물의)발송;
수송품, 적하물",656,shipment,The shipment of goods arrived at the port on schedule.,상품의 선적이 계획에 맞게 항구에 도착했습니다.,
657,particularly,특히,657,particularly,This area is particularly beautiful in the spring.,이 지역은 특히 봄에 아름답습니다.,
658,adequately,적절히,658,adequately,The company needs to staff the project adequately.,회사는 프로젝트에 적절한 인력을 배치해야 합니다.,
659,article,"물품, 물건; 기사, 논설",659,article,The newspaper published an article about the new law.,신문은 새로운 법에 관한 기사를 게재했습니다.,
660,efficient,"(기계, 방법 등이)효과적인,능률적인",660,efficient,The new system is much more efficient than the old one.,새로운 시스템은 예전 것보다 훨씬 효율적입니다.,
661,agency,"대행 회사, 대리점",661,agency,We hired a marketing agency to promote our product.,우리는 제품을 홍보하기 위해 마케팅 대행사를 고용했습니다.,
662,enclose,"~을 동봉하다; ~을 둘러싸다, 애워싸다",662,enclose,Please enclose your resume with your job application.,구직 신청서와 함께 이력서를 첨부해 주세요.,
663,careful,"조심스러운, 주의 깊은",663,careful,Be careful not to spill the coffee on the keyboard.,키보드에 커피를 쏟지 않도록 조심하세요.,
664,pick up,"~을 찾다; (사람,물건 등을) 도중에 태우다",664,pick up,Can you pick up some groceries on your way home?,집에 가는 길에 장을 좀 사다 주실 수 있나요?,
665,carry,"지니다; (물건을)팔다, 가게에 놓다",665,carry,The store carries a wide range of electronic products.,그 가게는 다양한 전자제품을 취급합니다.,
666,attach,"붙이다, 접착하다, 첨부하다",666,attach,Please attach the file to your email before sending it.,이메일을 보내기 전에 파일을 첨부해 주세요.,
667,formerly,이전에,667,formerly,The company was formerly known as Smith & Co.,그 회사는 이전에 스미스 & 코로 알려졌습니다.,
668,package,"소포, 꾸러미",668,package,Please handle the package with care as it contains fragile items.,상자 안에 부서지기 쉬운 물건이 들어있으니 조심해서 다뤄주세요.,
669,react,"반응하다, 대응하다",669,react,How did she react when you told her the news?,너가 그녀에게 그 소식을 전했을 때 그녀는 어떻게 반응했니?,
670,content,내용물,670,content,The content of the article was quite informative.,그 기사의 내용은 매우 유익했습니다.,
671,convenience,"편의, 편리",671,convenience,The hotel's location offers great convenience for travelers.,그 호텔의 위치는 여행자들에게 큰 편의를 제공합니다.,
672,acknowledge,"인정하다; (편지 등의)수령을 알리다, 감사하다",672,acknowledge,Please acknowledge receipt of this letter.,이 편지의 수령을 인정해 주세요.,
673,caution,"주의, 조심",673,caution,Please exercise caution when handling hazardous materials.,유해 물질을 다룰 때 주의를 기울여 주세요.,
674,correspondence,"편지, 통신문",674,correspondence,He has been in correspondence with the supplier for weeks.,그는 몇 주 동안 공급업체와 통신을 하고 있습니다.,
675,separate,분리하다; 분류하다,675,separate,Please keep the chemicals separate from the food items.,화학물질을 음식물과 분리해서 보관해 주세요.,
676,remarkable,"현저한, 두드러진(markedly 현저하게 눈에 띄게)",676,remarkable,The progress they've made in such a short time is remarkable.,그들이 짧은 시간에 이룩한 진전은 놀라운 것입니다.,
677,handle,"취급하다, 다루다",677,handle,He knows how to handle difficult situations with ease.,그는 어려운 상황을 쉽게 다루는 법을 알고 있습니다.,
678,warehouse,"창고, 저장소",678,warehouse,The company stores its inventory in a large warehouse.,그 회사는 재고를 큰 창고에 저장합니다.,
679,impose,(세금 등을)부과하다,679,impose,The government decided to impose a new tax on luxury goods.,정부는 고급 상품에 새로운 세금을 부과하기로 결정했습니다.,
680,storage,"보관소, 저장소",680,storage,We need to find additional storage space for these files.,이 파일들을 위한 추가 저장 공간을 찾아야 합니다.,
681,detach,"분리하다, 떼다, (attach 붙이다)",681,detach,Please detach the form and return it to us by mail.,양식을 분리하여 우편으로 다시 보내주세요.,
682,envelope,봉투,682,envelope,The letter was sealed in a plain white envelope.,그 편지는 평범한 흰색 봉투에 봉인되어 있었습니다.,
683,exclusion,"제외, 배제",683,exclusion,The exclusion of certain items from the sale was surprising.,판매에서 특정 항목을 제외하는 것은 놀라웠습니다.,
684,recipient,수신자,684,recipient,The recipient of the award will be announced next week.,상을 수상할 사람은 다음 주에 발표될 것입니다.,
685,affix,(우표 등을)붙이다,685,affix,Please affix your signature at the bottom of the page.,페이지 아래에 서명해 주세요.,
686,incorrect,부정확한,686,incorrect,His answer to the question was marked as incorrect.,그의 질문에 대한 답변은 틀렸다고 표시되었습니다.,
687,oblige,"어쩔 수 없이 ~하게 하다,
~에게 강요하다",687,oblige,I feel obliged to help my neighbors during difficult times.,어려운 시기에 이웃을 돕는 것이 나의 의무라고 느낍니다.,
688,step,"단계; 조치, 수단",688,step,The first step in solving a problem is identifying its cause.,문제 해결의 첫 번째 단계는 그 원인을 찾는 것입니다.,
689,check in,"체크인하다, 숙박 수속을 하다",689,check in,Guests are required to check in at the front desk upon arrival.,손님들은 도착 시 프론트 데스크에서 체크인을 해야 합니다.,
690,compensate,"보상하다
(compensation 보상)",690,compensate,The company compensated the customers for the inconvenience.,그 회사는 불편에 대한 보상으로 고객들에게 보상을 하였다.,
691,complimentary,"무료의, 우대의",691,complimentary,The hotel offers complimentary breakfast to its guests.,그 호텔은 손님들에게 무료 아침식사를 제공합니다.,
692,chef,주방장,692,chef,The chef prepared a delicious meal for the guests.,주방장이 손님들을 위해 맛있는 음식을 준비했습니다.,
693,container,"용기, 그릇",693,container,The cookies were stored in an airtight container.,쿠키는 밀폐용기에 보관되었습니다.,
694,elegant,"우아한, 고상한",694,elegant,The ballroom was decorated in an elegant style for the event.,이벤트를 위해 홀은 우아한 스타일로 장식되었습니다.,
695,flavor,"맛, 풍미",695,flavor,The soup had a rich and savory flavor.,그 스프는 풍부하고 맛있는 풍미가 있었습니다.,
696,accommodate,"(건물 등이)~을 수용하다, 숙박시키다;(충분한 공간을) 제공하다
(조건, 요구 등을)만족시키다",696,accommodate,The hotel can accommodate up to 200 guests.,그 호텔은 최대 200명의 손님을 수용할 수 있습니다.,
697,available,"(사물이)이용 가능한;
(사람이) 시간이 있는",697,available,Is this product available in other colors?,이 제품은 다른 색상으로도 구매할 수 있나요?,
698,reception,"환영회; (호텔, 회사, 병원 등의)접수처",698,reception,The newlyweds greeted their guests in the reception hall.,신혼부부는 환영 회에서 손님들을 맞이했습니다.,
699,in advance,"미리, 사전에",699,in advance,Tickets for the concert must be purchased in advance.,콘서트 티켓은 미리 구매해야 합니다.,
700,refreshments,"다과, 가벼운 음식물",700,refreshments,Refreshments will be served after the meeting.,회의 후에 다과가 제공될 것입니다.,
701,make,"~을 하다, ~을 만들다",701,make,You need to make a reservation in advance to secure your spot.,자리를 확보하려면 미리 예약해야 합니다.,
702,cater,(연회 등의)음식물을 공급하다,702,cater,The catering company will cater the event with delicious food.,케이터링 업체가 맛있는 음식으로 행사를 책임지게 될 것입니다.,
703,reservation,"예약, 지정; 보호구역",703,reservation,We have a reservation for two at 7:00 PM tonight.,오늘 저녁 7시에 두 명 예약이 있습니다.,
704,beverage,음료,704,beverage,The menu includes a variety of alcoholic and non-alcoholic beverages.,메뉴에는 다양한 주류와 무알콜 음료가 포함되어 있습니다.,
705,confirm,확인하다,705,confirm,Please confirm your attendance by replying to this email.,이 이메일에 회신하여 참석 여부를 확인해 주세요.,
706,cancel,취소하다,706,cancel,We regret to inform you that the event has been canceled.,행사가 취소되었음을 알려드리게 되어 유감입니다.,
707,rate,요금,707,rate,The hotel offers competitive rates for long-term stays.,그 호텔은 장기 투숙객을 위한 경쟁력 있는 요금을 제공합니다.,
708,conviniently,편리하게,708,conveniently,The hotel is conveniently located near the city center.,그 호텔은 도심에서 편리하게 위치하고 있습니다.,
709,decorate,장식하다,709,decorate,She likes to decorate her house with vintage furniture.,그녀는 자신의 집을 빈티지 가구로 장식하는 것을 좋아합니다.,
710,information,"정보, 자료",710,information,"If you need any further information, feel free to contact us.",추가 정보가 필요하시면 언제든지 연락 주시기 바랍니다.,
711,retain,"유지하다, 보유하다",711,retain,The company aims to retain its employees through various benefits.,그 회사는 다양한 혜택을 통해 직원을 유지하려고 합니다.,
712,atmosphere,"분위기, 환경",712,atmosphere,The cozy atmosphere of the cafe attracts many customers.,카페의 아늑한 분위기가 많은 손님들을 끌어들입니다.,
713,cuisine,(독특한)요리,713,cuisine,The restaurant specializes in French cuisine.,그 식당은 프랑스 요리에 특화되어 있습니다.,
714,sequence,"순서, 차례",714,sequence,The steps must be followed in sequence for the experiment.,실험을 위해 단계들은 순서대로 따라야 합니다.,
715,extensive,"광범위한, 넓은",715,extensive,The company conducted an extensive market research.,그 회사는 광범위한 시장 조사를 실시했습니다.,
716,prior,"전의, 먼저의",716,prior,Prior experience in a similar role is preferred.,유사한 역할에서의 사전 경험이 우대됩니다.,
717,book,예약하다,717,book,You should book your flight tickets early to get a better price.,더 좋은 가격을 얻으려면 비행기 표를 미리 예약해야 합니다.,
718,amenity,편의 시설,718,amenity,The hotel offers various amenities such as a gym and spa.,그 호텔은 체육관과 스파와 같은 다양한 시설을 제공합니다.,
719,belongings,"소지품, 소유물",719,belongings,Please make sure you have all your belongings before leaving the hotel.,호텔을 떠나기 전에 소지품이 모두 있는지 확인해 주세요.,
720,entirely,완전히,720,entirely,The project was entirely completed ahead of schedule.,그 프로젝트는 일정보다 훨씬 빨리 완료되었습니다.,
721,ease,"완화시키다, 쉬움, 용이함",721,ease,The new software is designed to ease the process of data analysis.,새로운 소프트웨어는 데이터 분석 과정을 용이하게 만들기 위해 설계되었습니다.,
722,ingredient,"재료, 성분",722,ingredient,Fresh vegetables are the main ingredient in this soup.,신선한 채소가 이 수프의 주 재료입니다.,
723,sip,"음미하며 마시다, 홀짝거리다",723,sip,She took a sip of her coffee before starting the meeting.,그녀는 회의를 시작하기 전에 커피를 홀짝였다.,
724,stir,"휘젓다, 뒤섞다",724,stir,Add the spices and stir the sauce gently.,향신료를 넣고 소스를 부드럽게 저어주세요.,
725,choice,"선택물, 선택 사항, 선택",725,choice,You have the freedom to make your own choice.,당신은 자유롭게 자신만의 선택을 할 수 있습니다.,
726,complication,복잡한 문제,726,complication,The unexpected complication delayed the project.,예상치 못한 복잡성으로 인해 프로젝트가 지연되었습니다.,
727,freshness,신선함,727,freshness,The freshness of the ingredients is crucial for this recipe.,식재료의 신선함은 이 레시피에 매우 중요합니다.,
728,occupancy,(호텔등의)이용률,728,occupancy,The hotel's occupancy rate is highest during the summer season.,호텔의 이용률은 여름철에 가장 높습니다.,
729,decline,"감소, 하락,(초대,신청을)거절하다",729,decline,The company saw a decline in sales during the economic downturn.,그 회사는 경제적 어려움 기간 동안 매출이 감소했습니다.,
730,markedly,"현저하게, 눈에 띄게",730,markedly,The quality of service has improved markedly since last year.,작년 대비 서비스 품질이 현저하게 향상되었습니다.,
731,increase,"인상, 증가, 증가하다",731,increase,There has been a significant increase in demand for organic products.,유기농 제품에 대한 수요가 상당히 증가했습니다.,
732,revenue,수입,732,revenue,The company's revenue exceeded expectations this quarter.,그 회사의 수익은 이 분기 기대를 초과했습니다.,
733,projection,예상(치),733,projection,The financial projection for the next year looks promising.,내년을 위한 재정 예측은 희망적으로 보입니다.,
734,substantial,상당한,734,substantial,The company made a substantial profit last year.,그 회사는 작년에 상당한 이익을 올렸습니다.,
735,anticipate,"예상하다, 기대하다
(anticipation 예상)",735,anticipate,Investors anticipate a rise in stock prices next month.,투자자들은 다음 달 주가 상승을 예상하고 있습니다.,
736,significantly,"상당히, 두드러지게",736,significantly,The company's profits have increased significantly over the past year.,지난 일 년 동안 그 회사의 이익은 상당히 증가했습니다.,
737,estimate,"추정하다, 추산하다, 추정(치), 추산",737,estimate,Experts estimate that the project will be completed by the end of the month.,전문가들은 그 프로젝트가 이 달 말까지 완료될 것으로 추정합니다.,
738,shift,"옮기다, 이동하다, 변화, 교대근무",738,shift,There has been a shift in consumer preferences towards eco-friendly products.,소비자 선호도가 친환경 제품으로의 변화가 있었습니다.,
739,fee,"요금, 수수료",739,fee,The registration fee for the conference is $200.,학회 등록 비용은 200달러입니다.,
740,production,"생산량, 생산",740,production,The factory has increased its production to meet the growing demand.,공장은 증가하는 수요를 충족시키기 위해 생산량을 늘렸습니다.,
741,sale,"(-s)매출액, 매상고; (할인)판매",741,sale,There is a sale on designer clothing at the department store.,백화점에서 디자이너 의류가 할인 판매 중입니다.,
742,impressive,"굉장한, 인상적인",742,impressive,The presentation was impressive and received positive feedback.,발표는 인상적이었고 긍정적인 피드백을 받았습니다.,
743,representative,"직원, 외판원; 대표자",743,representative,The company appointed a new sales representative for the region.,회사는 그 지역을 위해 새로운 영업 대표를 지명했습니다.,
744,recent,최근의,744,recent,The company introduced new policies in response to recent market trends.,그 회사는 최근 시장 동향에 대응하여 새로운 정책을 도입했습니다.,
745,exceed,"~을 초과하다
(exceedingly 대단히, 몹시)
(exceedably 넘을 수 있는)",745,exceed,The actual costs exceeded our initial estimates.,실제 비용이 우리의 초기 추정을 초과했습니다.,
746,improvement,향상,746,improvement,The recent improvement in customer service has been noticeable.,최근의 고객 서비스 개선이 뚜렷하게 느껴졌습니다.,
747,employer,고용주,747,employer,The employer provides health insurance benefits to all employees.,고용주는 모든 직원에게 건강 보험 혜택을 제공합니다.,
748,regular,정기적인; 단골의,748,regular,He visits the gym on a regular basis to stay fit.,그는 건강을 유지하기 위해 정기적으로 체육관을 방문합니다.,
749,summarize,요약하다,749,summarize,Can you summarize the main points of the meeting for me?,회의의 주요 내용을 간단히 요약해 줄 수 있나요?,
750,typically,"보통, 일반적으로",750,typically,"Typically, the store is busiest on weekends.","일반적으로, 그 가게는 주말에 가장 붐빕니다.",
751,whole,"전체의, 온전한",751,whole,She ate the whole pizza by herself.,그녀는 피자를 전부 혼자 다 먹었습니다.,
752,growth,"성장, 발전",752,growth,The company's rapid growth has attracted investors' attention.,그 회사의 신속한 성장이 투자자들의 관심을 끌었습니다.,
753,figure,"총액, 합계 수",753,figure,The financial figure for the quarter was lower than expected.,이 분기의 재정 숫자는 예상보다 낮았습니다.,
754,steady,꾸준한; 안정된,754,steady,The company has maintained steady growth over the past five years.,그 회사는 지난 다섯 년간 꾸준한 성장을 유지했습니다.,
755,frequent,"빈번한, 잦은",755,frequent,The bus makes frequent stops along this route.,이 노선은 버스가 빈번하게 정거하는 곳들이 있습니다.,
756,achieve,"달성하다, 성취하다",756,achieve,"With hard work and dedication, you can achieve your goals.",열심히 노력하고 헌신한다면 당신은 목표를 달성할 수 있습니다.,
757,assumption,"추정, 산정, 가정",757,assumption,Our business strategy is based on the assumption that demand will continue to grow.,우리의 사업 전략은 수요가 계속 성장할 것이라는 가정에 근거합니다.,
758,share,"공유하다, 함께쓰다;
(생각, 경험, 감정을 남과)함께 나누다
몫, 지분",758,share,We should share our ideas with each other to find the best solution.,우리는 서로 아이디어를 공유하여 최상의 해결책을 찾아야 합니다.,
759,incur,"(손실을)입다, (빚을)지다",759,incur,"If you cancel your reservation, you may incur a cancellation fee.",예약을 취소하면 취소 수수료가 부과될 수 있습니다.,
760,slightly,약간,760,slightly,The temperature dropped slightly overnight.,온도가 하룻밤 사이에 약간 낮아졌습니다.,
761,profit,"수익, 이익",761,profit,The company reported a significant profit in the last fiscal year.,그 회사는 지난 회계 연도에 상당한 이익을 보고했습니다.,
762,reliant,"의존하는, 의지하는
(reliantly 의지하여)",762,reliant,He is heavily reliant on his assistant for day-to-day tasks.,그는 일상적인 일들에 대해 그의 보조에 많이 의존하고 있습니다.,
763,illustrate,"분명히 보여주다, 설명하다
(illustrate 설명,해설,삽화)",763,illustrate,Let me illustrate my point with a practical example.,실제 예를 들어 내 의견을 설명하겠습니다.,
764,inaccurate,부정확한,764,inaccurate,The information provided in the report was inaccurate.,보고서에 제공된 정보는 부정확했습니다.,
765,percentage,"비율, 백분율",765,percentage,A large percentage of the population uses social media daily.,인구의 대다수가 매일 소셜 미디어를 사용합니다.,
766,reduce,"줄이다, 감소시키다",766,reduce,Cutting unnecessary expenses can help reduce overall costs.,불필요한 비용을 줄이는 것은 총 비용을 줄이는 데 도움이 될 수 있습니다.,
767,tend,"~하는 경향이 있다, ~하기 쉽다",767,tend,Prices tend to rise during the holiday season.,가격은 휴일 시즌에 오르는 경향이 있습니다.,
768,audit,"회계 감사, 심사",768,audit,The company underwent a financial audit to ensure compliance.,그 회사는 준수를 보장하기 위해 재무 감사를 받았습니다.,
769,accounting,회계,769,accounting,She has a degree in accounting and works as an auditor.,그녀는 회계학 학위를 가지고 감사인으로 일합니다.,
770,budget,예산,770,budget,We need to create a budget for the upcoming project.,우리는 다가오는 프로젝트를 위한 예산을 마련해야 합니다.,
771,financial,"재정의, 금전상의",771,financial,The company is facing financial difficulties due to low revenue.,그 회사는 수익이 적어 재정적으로 어려움을 겪고 있습니다.,
772,curtail,"~을 줄이다, 삭감하다
(curtailment 단축)",772,curtail,The government plans to curtail spending in certain areas.,정부는 특정 분야에서 지출을 줄이기로 계획하고 있습니다.,
773,deficit,"적자, 부족액",773,deficit,The country is struggling with a growing budget deficit.,그 나라는 증가하는 예산 적자와 싸우고 있습니다.,
774,recently,최근에,774,recently,I read an interesting article about the topic recently.,최근에 그 주제에 관한 흥미로운 기사를 읽었습니다.,
775,substantially,"크게, 상당히
(substantial 상당한, 재력이 있는)",775,substantially,The company has grown substantially since its inception.,그 회사는 창립 이후 상당히 성장했습니다.,
776,committee,위원회,776,committee,The committee will meet next week to discuss the proposal.,위원회는 다음 주에 그 제안을 논의하기 위해 모입니다.,
777,frequently,"자주, 흔히",777,frequently,She frequently travels abroad for business meetings.,그녀는 업무 회의를 위해 자주 해외로 여행합니다.,
778,capability,"능력, 역량",778,capability,The new software has enhanced the company's capability to analyze data.,새로운 소프트웨어는 회사의 데이터 분석 능력을 향상시켰습니다.,
779,proceeds,수익금,779,proceeds,The proceeds from the charity event will go towards helping homeless shelters.,자선 행사로 얻은 수익금은 노숙자 숙소를 돕는 데 사용될 것입니다.,
780,reimburse,"변제하다, 상환하다",780,reimburse,The company will reimburse you for any travel expenses incurred during the trip.,회사는 여행 중 발생한 모든 비용을 상환해 드릴 것입니다.,
781,considerably,"상당히, 많이",781,considerably,The company has grown considerably in the past few years.,그 회사는 지난 몇 년 동안 상당히 성장했습니다.,
782,adequate,"충분한, 적절한
(adequately 적절히, 충분히)",782,adequate,The facilities provided were not adequate for the event.,제공된 시설은 행사에 적절하지 않았습니다.,
783,total,"총계의, 전부의",783,total,The total cost of the project was higher than expected.,프로젝트의 총 비용이 예상보다 높았습니다.,
784,allocate,"할당하다, 배분하다
(allocation 할당)",784,allocate,The company plans to allocate more resources to marketing next quarter.,그 회사는 다음 분기에 마케팅에 더 많은 자원을 할당할 계획입니다.,
785,inspector,"조사관, 감독관
(inspect 검사하다)",785,inspector,The safety inspector conducted an inspection of the building.,안전 감사관이 건물을 검사했습니다.,
786,preferred,"선호되는, 우선의",786,preferred,The preferred method of payment is credit card.,선호되는 결제 방법은 신용카드입니다.,
787,quarter,사분기; 4분의1,787,quarter,The company will announce its earnings for the third quarter next week.,그 회사는 다음 주에 3분기 수익을 발표할 예정입니다.,
788,interrupt,"중단시키다, 방해하다
(interruption 방해, 중지, 중단)",788,interrupt,Please do not interrupt the speaker while they are talking.,말하는 동안 발언자를 방해하지 마십시오.,
789,browse,"흝어보다, 둘러보다",789,browse,She likes to browse the internet for new recipes.,그녀는 새로운 요리법을 위해 인터넷을 훑어보는 것을 좋아합니다.,
790,prompt,"즉각적인; 신속한, 촉발하다, 유도하다 (promptly 신속히)",790,prompt,The teacher's question prompted a lively discussion in the classroom.,선생님의 질문으로 교실에서 활발한 토론이 일어났습니다.,
791,deduct,"공제하다, 빼다
(deduction 공제)",791,deduct,The cost of the damaged item will be deducted from your deposit.,손상된 물품의 비용은 보증금에서 차감될 것입니다.,
792,measurement,"측정, 측량; 치수",792,measurement,Accurate measurement is essential for the success of the experiment.,정확한 측정은 실험의 성공에 중요합니다.,
793,shorten,"단축하다, 짧게하다",793,shorten,We need to shorten the length of the presentation to fit within the time limit.,우리는 발표 시간 제한 내에 맞추기 위해 발표 시간을 줄여야 합니다.,
794,amend,"수정하다
(amendable 개정할 수 있는)",794,amend,The contract will need to be amended to include the new terms.,새로운 조건을 포함하려면 계약을 수정해야 합니다.,
795,calculate,"계산하다, 산출하다",795,calculate,Can you help me calculate the total cost of the project?,프로젝트의 총 비용을 계산하는 데 도와줄 수 있나요?,
796,exempt,"면제된, ~이 없는
(exemption 면제)",796,exempt,Students are exempt from paying the entrance fee.,학생들은 입장료를 면제받습니다.,
797,deficient,"부족한, 불충분한",797,deficient,The report highlighted areas where the company was deficient in meeting safety standards.,보고서는 회사가 안전 기준을 충족하지 못한 부분을 강조했습니다.,
798,compare,비교하다,798,compare,Let's compare the prices of these two products before making a decision.,결정을 내리기 전에 이 두 제품의 가격을 비교해 봅시다.,
799,fortunate,운 좋은,799,fortunate,We were fortunate to find a parking spot right in front of the restaurant.,우리는 레스토랑 바로 앞에 주차할 곳을 발견해서 운이 좋았습니다.,
800,expenditure,"지출, 비용",800,expenditure,The company needs to reduce its expenditure to improve profitability.,수익성을 높이기 위해 회사는 지출을 줄여야 합니다.,
801,accurately,정확하게,801,accurately,The scientist accurately measured the temperature of the sample.,과학자는 샘플의 온도를 정확하게 측정했습니다.,
802,worth,"~의 가치가 있는, (얼마)어치, 가치",802,worth,The antique vase was worth much more than they initially thought.,그 고미술 도자기는 처음에 생각했던 것보다 훨씬 값이 있었습니다.,
803,excess,"초과, 초과량",803,excess,The excess inventory was sold at a discounted price.,과다한 재고는 할인된 가격에 판매되었습니다.,
804,fiscal,"회계의, 재정상의",804,fiscal,The company's fiscal year ends in December.,그 회사의 회계 연도는 12월에 끝납니다.,
805,incidental,부수적인,805,incidental,The hotel offers complimentary breakfast and other incidental services.,그 호텔은 무료 조식 및 기타 부수적인 서비스를 제공합니다.,
806,inflation,"물가상승, 인플레이션, 통화팽창",806,inflation,High inflation rates can negatively impact the economy.,고 물가 상승률은 경제에 부정적인 영향을 미칠 수 있습니다.,
807,liable,책임져야 할; ~하기 쉬운,807,liable,You are liable for any damages caused by your negligence.,당신은 부주의로 인한 모든 손해에 대해 책임이 있습니다.,
808,spend,"~을 쓰다, 소비하다",808,spend,He tends to spend more money when he's feeling stressed.,그는 스트레스를 받을 때 더 많은 돈을 쓰는 경향이 있습니다.,
809,turnover,"총 매상고, 거래액; 이직률",809,turnover,The high turnover rate in the company is a concern for management.,회사의 높은 이직률은 경영진에게 우려됩니다.,
810,announce,발표하다,810,announce,The company will announce its new product lineup next month.,그 회사는 다음 달 새 제품 라인업을 발표할 예정입니다.,
811,interested,관련 있는; 관심이 있는,811,interested,I am interested in learning more about your company's services.,귀하의 회사 서비스에 대해 더 많이 알고 싶습니다.,
812,active,"적극적인, 활발한",812,active,"He leads an active lifestyle, always participating in outdoor activities.",그는 늘 야외 활동에 참여하는 활기찬 삶을 삽니다.,
813,accept,"수락하다, 승낙하다",813,accept,They were willing to accept the terms of the contract.,그들은 계약 조건을 수락하기를 기꺼이 했습니다.,
814,foresee,"예견하다, 예감하다",814,foresee,The management team failed to foresee the impact of the new regulations.,경영진은 새로운 규제의 영향을 예견하지 못했습니다.,
815,expansion,"확장, 팽창",815,expansion,The company is planning an expansion into international markets.,그 회사는 국제 시장으로의 확장을 계획하고 있습니다.,
816,relocate,(공장 등을)이전하다,816,relocate,The company will relocate its headquarters to a larger city.,그 회사는 본사를 더 큰 도시로 이전할 예정입니다.,
817,competitor,"경쟁업체, 경쟁자",817,competitor,The new product faces stiff competition from existing competitors.,새 제품은 기존의 경쟁사로부터 치열한 경쟁을 받고 있습니다.,
818,asset,자산,818,asset,Good communication skills are an asset in any profession.,좋은 커뮤니케이션 기술은 모든 직업에서 유리한 장점입니다.,
819,contribute,"기여하다, 공헌하다",819,contribute,Employees are encouraged to contribute ideas for process improvement.,직원들은 프로세스 개선을 위한 아이디어를 기여하도록 장려됩니다.,
820,dedicated,"(목표 등에)전념하는, 헌신적인",820,dedicated,She is dedicated to her job and always goes the extra mile.,그녀는 직업에 헌신적이며 항상 추가적인 노력을 합니다.,
821,misplace,"잃어버리다, 위치를 잘못 잡다",821,misplace,I seem to misplace my keys every other day.,나는 열쇠를 매일 갈아끼우는 것 같습니다.,
822,considerable,(정도나 양이)상당한,822,considerable,The project required a considerable amount of time and resources.,그 프로젝트는 상당한 시간과 자원이 필요했습니다.,
823,last,지속되다,823,last,The effects of the medication should last for about six hours.,약의 효과는 약 6시간 정도 지속되어야 합니다.,
824,emerge,"부상하다, 나타나다
(merge 합병하다)",824,emerge,New trends often emerge from unexpected places.,새로운 트렌드는 종종 예상치 못한 곳에서 나타납니다.,
825,grow,"성장하다, 성장시키다, 증가시키다",825,grow,The company aims to grow its market share by expanding into new territories.,그 회사는 새로운 영토로 확장하여 시장 점유율을 늘리고자 합니다.,
826,select,"선발하다, 선택하다",826,select,Customers can select their preferred payment method at checkout.,고객은 체크아웃 시 선호하는 결제 방법을 선택할 수 있습니다.,
827,merge,"합병하다, 병합하다",827,merge,The two companies decided to merge to increase their market competitiveness.,두 회사는 시장 경쟁력을 높이기 위해 합병하기로 결정했습니다.,
828,imply,"암시하다, 넌지시 나타내다, 의미하다",828,imply,His silence seemed to imply agreement with the proposal.,그의 침묵은 제안에 동의하는 것으로 보였습니다.,
829,vital,필수적인,829,vital,Good communication is vital for building strong relationships.,좋은 커뮤니케이션은 강한 관계를 구축하는 데 중요합니다.,
830,persist,"(집요하게)계속하다, 계속되다, 지속되다
(continue 계속되다, 계속하다)",830,persist,"Despite setbacks, he continued to persist in his efforts.","좌절에도 불구하고, 그는 노력을 계속했습니다.",
831,independent,"독립적인, 독자적인",831,independent,The research findings were verified by an independent third party.,연구 결과는 독립적인 제3자에 의해 검증되었습니다.,
